testtopic	questionid	question	optiona	optionb	optionc	optiond	optione	optionf
HTML-5-Test-7154	191902	Which of the following elements preserves spaces and line breaks, and displays the text in fixed-width font?	"&lt;xmp&gt;"	"&lt;pre&gt;"	"&lt;p&gt;"	"&lt;q&gt;"	"&lt;br&gt;<br>"	
HTML-5-Test-7154	191903	Suppose you placed four radio buttons on a web form. Which of the following statements is correct for the code shown above?	The user can choose only the male and the married options.	The user can choose only the female and single options.	The user can choose only one option out of the four.	The user can choose all the four options at the same time.	The user can choose one option from Male/Female and one from Married/Single.<br>	
HTML-5-Test-7154	191904	"You have the following directory structure.<br><br>
webroot->products->ordered->delivered<br><br>
The products directory has a page called Products.html and the delivered directory has a page called Delivered.html. You want to provide a link to the Products page on Delivered.html. The ideal code should be:"	"&lt;a href=""././Products.html""&gt; All Products &lt;/a&gt;"	"&lt;a href=""../../Products.html""&gt; All Products &lt;/a&gt;"	"&lt;a href="".../.../Products.html""&gt; All Products &lt;/a&gt;"	"&lt;a href=""../Products.html""&gt; All Products &lt;/a&gt;"	"&lt;a href=""Products.html""&gt; All Products&lt;/a&gt;"	
HTML-5-Test-7154	191905	"You specified a base tag and anchors as follows:<br><br>
1. &lt;base target=""_blank""&gt;<br>
2. &lt;a href=""http://www.yahoo.com""&gt;Yahoo&lt;/a&gt;<br>
3. &lt;a href=""http://www.google.com"" target=""_top""&gt;Google&lt;/a&gt;<br><br>
Which of the following is true of the above code?"	Only the Yahoo link will open in a new window.	Only the Google link will open in a new window.	Both links will open in a new window.	Both links will open in the same window.<br>		
HTML-5-Test-7154	191906	"Which of the following would give a yellow background to the web page?<br>Note: The code used in the ""correct"" answer below was deprecated in HTML 4.01! Use styles instead for new code."	"&lt;body backcolor=""Yellow""&gt;"	"&lt;body background=""Yellow""&gt;"	"&lt;body bgcolor=""Yellow""&gt;"	"&lt;body color=""Yellow""&gt;<br>"		
HTML-5-Test-7154	191907	"A developer wrote this image tag:<br><br>
&lt;img src =""states.gif"" width =""330"" height =""406"" alt=""States""<br>
usemap =""#statemap"" /&gt;<br><br>
What code should follow this?"	"&lt;map id =""statemap"" name=""statemap""&gt;<br>
&nbsp;&nbsp;&nbsp;&lt;area shape =""rect"" coords =""0,0,82,126"" href=""state1.htm""<br>
&nbsp;&nbsp;&nbsp;alt=""State1"" /&gt;<br>
&lt;/map&gt;"	"&lt;map id =""statemap"" name=""statemap""&gt;&lt;/map&gt;<br>
&lt;area shape =""rect"" coords =""0,0,82,126"" href=""state1.htm""<br>
alt=""State1"" /&gt;"	"&lt;map id =""statemap"" name=""statemap""&gt;<br>
&nbsp;&nbsp;&nbsp;&lt;imgarea shape =""rect"" coords =""0,0,82,126"" href=""state1.htm""<br>
&nbsp;&nbsp;&nbsp;alt=""State1"" /&gt;&lt;/map&gt;"	"&lt;map id =""statemap"" name=""statemap""&gt;&lt;/map&gt;<br>
&lt;imgarea shape =""rect"" coords =""0,0,82,126"" href=""state1.htm""<br>
alt=""State1"" /&gt;"		
HTML-5-Test-7154	191908	You want to display a table listing out customer names and their contact information. The heading of the table is shown in the given figure. What is the code for creating the first line of the table heading?	"&lt;tr&gt;<br>
&nbsp;&nbsp;&lt;th&gt;Customer Name&lt;/th&gt;<br>
&nbsp;&nbsp;&lt;th rowspan=3&gt;Contact&lt;/th&gt;<br>
&lt;/tr&gt;"	"&lt;tr&gt;<br>
&nbsp;&nbsp;&lt;th&gt;Customer Name&lt;/th&gt;<br>
&nbsp;&nbsp;&lt;th colspan=3&gt;Contact&lt;/th&gt;<br>
&lt;/tr&gt;"	"&lt;tr&gt;<br>
&nbsp;&nbsp;&lt;th&gt;Customer Name&lt;/th&gt;<br>
&lt;th cellpadding=3&gt;Contact&lt;/th&gt;<br>
&lt;/tr&gt;"	"&lt;tr&gt;<br>
&nbsp;&nbsp;&lt;th&gt;Customer Name&lt;/th&gt;<br>
&nbsp;&nbsp;&lt;th cellspacing=3&gt;Contact&lt;/th&gt;<br>
&lt;/tr&gt;"		
HTML-5-Test-7154	191909	How will you cancel the timeouts that are set with the setInterval() API method identified by the handlers in HTML 5.0?	window.clearInterval (handle)	window.clearTimeout (handle)	window.setInterval (code, timeout)	window.setTimeout (code, timeout)<br>		
HTML-5-Test-7154	191910	Which of the following statements is correct if you invoke the window.prompt (message, default) web application API method in HTML 5.0?	It will only show the modal text field prompt with the given message to the user.	It will show the modal text field prompt with the given message to the user, and ask the user to respond with a positive or negative response.	It will show the modal text field prompt with the given message to the user, and ask the user to either respond with a string value or abort.	Both b and c.<br>		
HTML-5-Test-7154	191912	How will you change the value of the cookies and items in the Storage objects of the localStorage attributes in HTML 5.0?	By invoking the window.dialogArguments() API method.	By invoking the window. navigator.yieldForStorageUpdates() API method.	By invoking the window.navigator.appName API method.<br>			
HTML-5-Test-7154	191913	Which of the following is an INVALID parameter for the window.navigator.registerContentHandler API method in an HTML 5.0 web application?	url	mimeType	scheme	title<br>		
HTML-5-Test-7154	191914	What is the function of the history traversal task source in HTML 5.0?	It is used for features that react to user interaction, for example, keyboard or mouse input.	It is used for features that react to DOM manipulations, for example, the things that happen asynchronously when an element is inserted in the document.	It is used to queue calls to history.back() and similar APIs.	All of the above.<br>		
HTML-5-Test-7154	191915	"What is the output when you use the HTML 5.0 code snippet shown below?<br><br>
&lt;body onload=""alert(this)""&gt;"	"It will alert saying ""[object HTMLBodyElement]"" when the document is loaded."	"It will alert saying ""[object Window]"" when the document is loaded."	"It will alert saying ""[this]"" when the document is loaded."	The alert message is not properly defined in the body element and an error will be generated when the document is loaded.<br>		
HTML-5-Test-7154	191916	What is the function of onobsolete, an application cache API method in HTML 5.0?	It reflows the HTML document using updated cached content.	It triggers an event when the cache content has been marked as obsolete.	It triggers an event when the cache content has been updated.	It updates the cache for the current document in the background.<br>		
HTML-5-Test-7154	191917	How will you return a reference to the parent of the current window or subframe in an HTML 5.0 web application?	window.top	window.parent	window.frameElement	None of the above<br>		
HTML-5-Test-7154	191918	In which of the following conditions is a browsing context A allowed to navigate a second browsing context B?	When the browsing context A is a nested browsing context and its top-level browsing context is B.	When the browsing context B is an auxiliary browsing context and A is allowed to navigate B's opener browsing context.	The origin of the active document of A is the same as the origin of the active document of B.	All of the above.<br>		
HTML-5-Test-7154	191919	What will be the browsing context if the browsing context name is _top when the HTML 5.0 web page is loading?	It will put the new document in the same window and frame as the current document.	It will load the linked document in the topmost frame.	It is used in the situation where a frameset file is nested inside another frameset file.	Both a and c.<br>		
HTML-5-Test-7154	191920	Which of the following is the correct method to load another web page or reload the same page in HTML 5.0?	"&lt;head&gt;<br>
&lt;meta http-equiv=refresh content=5&gt;<br>
&lt;/head&gt;"	"&lt;html&gt;<br>
&lt;head&gt;<br>
&lt;title&gt;Auto Reload&lt;/title&gt;<br>
&lt;script language=""JavaScript""&gt;<br>
&lt;!--<br>
var time = null<br>
function move() {<br>
window.location = 'http://site.com'<br>
}<br>
//--&gt;<br>
&lt;/script&gt;<br>
&lt;/head&gt;<br>
&lt;body onload=""timer=setTimeout('move()',5000)""&gt;<br>
&lt;p&gt;see this page refresh itself in 5 secs.&lt;p&gt;<br>
&lt;/body&gt;<br>
&lt;/html&gt;"	"&lt;head&gt;<br>
&lt;meta http-equiv=refresh content=""5;URL=http://yahoo.com &gt;<br>
&lt;/head&gt;"	All of the above		
HTML-5-Test-7154	191922	What will be the return value when using the window.navigator.appName API method in an HTML 5.0 web application?	It will return the version of the browser.	It will return the complete User-Agent header.	It will return the name of the platform.	It will return the name of the browser.<br>		
iPhone-Programming-OS-4.0Test-7166	192408	What will happen if an application is running and the user presses the Home button in iPhone OS 4.0 with 3GS?	The application will be terminated.	The application will be shifted to background execution context.	The application will continue to run until its execution ends.	The application will be paused.<br>		
iPhone-Programming-OS-4.0Test-7166	192409	Which of the following are new features to have been introduced in iPhone OS 4.0?	Multitasking	Apple Push Notification Service	Local Notification	Gesture Recognizers<br>		
iPhone-Programming-OS-4.0Test-7166	192410	Which symbol is used as a syntactic marker for blocks of code in iPhone OS 4.0?	~	$	^	*<br>		
iPhone-Programming-OS-4.0Test-7166	192411	"What will happen if your filename ExampleImage.png is being called as follows:<br><br>[UIImage imageNamed:@""ExampleImage.PNG""]"	The image file will load in the simulator but not in iPhone OS 4.0 because it is case sensitive.	The image file will load in iPhone OS 4.0 but not in the simulator because it is case sensitive.	The file will load in both the simulator and iPhone OS 4.0 because they are both case insensitive.	The file will load neither in the simulator nor in iPhone OS 4.0 because they are both case sensitive.<br>		
